source_group,source_column,output_column,aggregation,notes
a2_aggregated,active_overdue_mean,active_overdue_mean__max,max,
a2_aggregated,active_overdue_max,active_overdue_max__max,max,
a2_aggregated,active_overdue_std,active_overdue_std__mean,avg,
a2_aggregated,active_overdue_std,active_overdue_std__max,max,
a2_aggregated,active_overdue_median,active_overdue_median__mean,avg,
a2_aggregated,active_overdue_median,active_overdue_median__max,max,
a2_aggregated,active_overdue_mode,active_overdue_mode__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,active_overdue_mode,active_overdue_mode__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,active_overdue_n_unique,active_overdue_n_unique__max,max,
a2_aggregated,active_overdue_n_unique,active_overdue_n_unique__sum,sum,
a2_aggregated,active_overdue_positive_count,active_overdue_positive_count__sum,sum,
a2_aggregated,active_overdue_positive_count,active_overdue_positive_count__max,max,
a2_aggregated,active_overdue_overdue_rate,active_overdue_overdue_rate__weighted_avg,weighted_avg,weight=active_overdue_non_null_count
a2_aggregated,active_overdue_mean_positive,active_overdue_mean_positive__recomputed,sum_positive_div_positive_count,recomputed from active_overdue_sum_positive and active_overdue_positive_count
a2_aggregated,active_overdue_mean_positive,active_overdue_mean_positive__max,max,
a2_aggregated,active_overdue_sum_positive,active_overdue_sum_positive__sum,sum,
a2_aggregated,active_overdue_sum_positive,active_overdue_sum_positive__max,max,
a2_aggregated,active_overdue_null_count,active_overdue_null_count__sum,sum,
a2_aggregated,active_overdue_null_count,active_overdue_null_count__max,max,
a2_aggregated,active_overdue_null_rate,active_overdue_null_rate__weighted_avg,weighted_avg,weight=active_overdue_non_null_count
a2_aggregated,active_overdue_non_null_count,active_overdue_non_null_count__sum,sum,
a2_aggregated,active_overdue_non_null_count,active_overdue_non_null_count__max,max,
a2_aggregated,closed_overdue_mean,closed_overdue_mean__mean,avg,
a2_aggregated,closed_overdue_mean,closed_overdue_mean__max,max,
a2_aggregated,closed_overdue_max,closed_overdue_max__max,max,
a2_aggregated,closed_overdue_std,closed_overdue_std__mean,avg,
a2_aggregated,closed_overdue_std,closed_overdue_std__max,max,
a2_aggregated,closed_overdue_median,closed_overdue_median__mean,avg,
a2_aggregated,closed_overdue_median,closed_overdue_median__max,max,
a2_aggregated,closed_overdue_mode,closed_overdue_mode__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,closed_overdue_mode,closed_overdue_mode__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,closed_overdue_n_unique,closed_overdue_n_unique__max,max,
a2_aggregated,closed_overdue_n_unique,closed_overdue_n_unique__sum,sum,
a2_aggregated,closed_overdue_positive_count,closed_overdue_positive_count__sum,sum,
a2_aggregated,closed_overdue_positive_count,closed_overdue_positive_count__max,max,
a2_aggregated,closed_overdue_overdue_rate,closed_overdue_overdue_rate__weighted_avg,weighted_avg,weight=closed_overdue_non_null_count
a2_aggregated,closed_overdue_mean_positive,closed_overdue_mean_positive__recomputed,sum_positive_div_positive_count,recomputed from closed_overdue_sum_positive and closed_overdue_positive_count
a2_aggregated,closed_overdue_mean_positive,closed_overdue_mean_positive__max,max,
a2_aggregated,closed_overdue_sum_positive,closed_overdue_sum_positive__sum,sum,
a2_aggregated,closed_overdue_sum_positive,closed_overdue_sum_positive__max,max,
a2_aggregated,closed_overdue_null_count,closed_overdue_null_count__sum,sum,
a2_aggregated,closed_overdue_null_count,closed_overdue_null_count__max,max,
a2_aggregated,closed_overdue_null_rate,closed_overdue_null_rate__weighted_avg,weighted_avg,weight=closed_overdue_non_null_count
a2_aggregated,closed_overdue_non_null_count,closed_overdue_non_null_count__sum,sum,
a2_aggregated,closed_overdue_non_null_count,closed_overdue_non_null_count__max,max,
a2_aggregated,active_collateral_value_mean,active_collateral_value_mean__mean,avg,
a2_aggregated,active_collateral_value_mean,active_collateral_value_mean__max,max,
a2_aggregated,active_collateral_value_max,active_collateral_value_max__max,max,
a2_aggregated,active_collateral_value_std,active_collateral_value_std__mean,avg,
a2_aggregated,active_collateral_value_std,active_collateral_value_std__max,max,
a2_aggregated,active_collateral_value_median,active_collateral_value_median__mean,avg,
a2_aggregated,active_collateral_value_median,active_collateral_value_median__max,max,
a2_aggregated,active_collateral_value_mode,active_collateral_value_mode__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,active_collateral_value_mode,active_collateral_value_mode__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,active_collateral_value_n_unique,active_collateral_value_n_unique__max,max,
a2_aggregated,active_collateral_value_n_unique,active_collateral_value_n_unique__sum,sum,
a2_aggregated,active_collateral_value_positive_count,active_collateral_value_positive_count__sum,sum,
a2_aggregated,active_collateral_value_positive_count,active_collateral_value_positive_count__max,max,
a2_aggregated,active_collateral_value_overdue_rate,active_collateral_value_overdue_rate__weighted_avg,weighted_avg,weight=active_collateral_value_non_null_count
a2_aggregated,active_collateral_value_mean_positive,active_collateral_value_mean_positive__recomputed,sum_positive_div_positive_count,recomputed from active_collateral_value_sum_positive and active_collateral_value_positive_count
a2_aggregated,active_collateral_value_mean_positive,active_collateral_value_mean_positive__max,max,
a2_aggregated,active_collateral_value_sum_positive,active_collateral_value_sum_positive__sum,sum,
a2_aggregated,active_collateral_value_sum_positive,active_collateral_value_sum_positive__max,max,
a2_aggregated,active_collateral_value_null_count,active_collateral_value_null_count__sum,sum,
a2_aggregated,active_collateral_value_null_count,active_collateral_value_null_count__max,max,
a2_aggregated,active_collateral_value_null_rate,active_collateral_value_null_rate__weighted_avg,weighted_avg,weight=active_collateral_value_non_null_count
a2_aggregated,active_collateral_value_non_null_count,active_collateral_value_non_null_count__sum,sum,
a2_aggregated,active_collateral_value_non_null_count,active_collateral_value_non_null_count__max,max,
a2_aggregated,closed_collateral_value_mean,closed_collateral_value_mean__mean,avg,
a2_aggregated,closed_collateral_value_mean,closed_collateral_value_mean__max,max,
a2_aggregated,closed_collateral_value_max,closed_collateral_value_max__max,max,
a2_aggregated,closed_collateral_value_std,closed_collateral_value_std__mean,avg,
a2_aggregated,closed_collateral_value_std,closed_collateral_value_std__max,max,
a2_aggregated,closed_collateral_value_median,closed_collateral_value_median__mean,avg,
a2_aggregated,closed_collateral_value_median,closed_collateral_value_median__max,max,
a2_aggregated,closed_collateral_value_mode,closed_collateral_value_mode__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,closed_collateral_value_mode,closed_collateral_value_mode__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,closed_collateral_value_n_unique,closed_collateral_value_n_unique__max,max,
a2_aggregated,closed_collateral_value_n_unique,closed_collateral_value_n_unique__sum,sum,
a2_aggregated,closed_collateral_value_positive_count,closed_collateral_value_positive_count__sum,sum,
a2_aggregated,closed_collateral_value_positive_count,closed_collateral_value_positive_count__max,max,
a2_aggregated,closed_collateral_value_overdue_rate,closed_collateral_value_overdue_rate__weighted_avg,weighted_avg,weight=closed_collateral_value_non_null_count
a2_aggregated,closed_collateral_value_mean_positive,closed_collateral_value_mean_positive__recomputed,sum_positive_div_positive_count,recomputed from closed_collateral_value_sum_positive and closed_collateral_value_positive_count
a2_aggregated,closed_collateral_value_mean_positive,closed_collateral_value_mean_positive__max,max,
a2_aggregated,closed_collateral_value_sum_positive,closed_collateral_value_sum_positive__sum,sum,
a2_aggregated,closed_collateral_value_sum_positive,closed_collateral_value_sum_positive__max,max,
a2_aggregated,closed_collateral_value_null_count,closed_collateral_value_null_count__sum,sum,
a2_aggregated,closed_collateral_value_null_count,closed_collateral_value_null_count__max,max,
a2_aggregated,closed_collateral_value_null_rate,closed_collateral_value_null_rate__weighted_avg,weighted_avg,weight=closed_collateral_value_non_null_count
a2_aggregated,closed_collateral_value_non_null_count,closed_collateral_value_non_null_count__sum,sum,
a2_aggregated,closed_collateral_value_non_null_count,closed_collateral_value_non_null_count__max,max,
a2_aggregated,active_dpd_recent3_mean,active_dpd_recent3_mean__mean,avg,
a2_aggregated,active_dpd_recent3_mean,active_dpd_recent3_mean__max,max,
a2_aggregated,active_dpd_recent6_mean,active_dpd_recent6_mean__mean,avg,
a2_aggregated,active_dpd_recent6_mean,active_dpd_recent6_mean__max,max,
a2_aggregated,active_dpd_recent12_mean,active_dpd_recent12_mean__mean,avg,
a2_aggregated,active_dpd_recent12_mean,active_dpd_recent12_mean__max,max,
a2_aggregated,active_dpd_trend,active_dpd_trend__mean,avg,
a2_aggregated,active_dpd_trend,active_dpd_trend__max,max,
a2_aggregated,active_dpd_last,active_dpd_last__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,active_dpd_last,active_dpd_last__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,active_dpd_recent_time_key,active_dpd_recent_time_key__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,active_dpd_recent_time_key,active_dpd_recent_time_key__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,active_dpd_consecutive_max,active_dpd_consecutive_max__max,max,
a2_aggregated,active_dpd_current_streak,active_dpd_current_streak__max,max,
a2_aggregated,active_dpd_longest_good_streak,active_dpd_longest_good_streak__max,max,
a2_aggregated,closed_dpd_recent3_mean,closed_dpd_recent3_mean__mean,avg,
a2_aggregated,closed_dpd_recent3_mean,closed_dpd_recent3_mean__max,max,
a2_aggregated,closed_dpd_recent6_mean,closed_dpd_recent6_mean__mean,avg,
a2_aggregated,closed_dpd_recent6_mean,closed_dpd_recent6_mean__max,max,
a2_aggregated,closed_dpd_recent12_mean,closed_dpd_recent12_mean__mean,avg,
a2_aggregated,closed_dpd_recent12_mean,closed_dpd_recent12_mean__max,max,
a2_aggregated,closed_dpd_trend,closed_dpd_trend__mean,avg,
a2_aggregated,closed_dpd_trend,closed_dpd_trend__max,max,
a2_aggregated,closed_dpd_last,closed_dpd_last__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,closed_dpd_last,closed_dpd_last__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,closed_dpd_recent_time_key,closed_dpd_recent_time_key__mean_fallback,avg,fallback: no semantic suffix rule matched
a2_aggregated,closed_dpd_recent_time_key,closed_dpd_recent_time_key__max_fallback,max,fallback: no semantic suffix rule matched
a2_aggregated,closed_dpd_consecutive_max,closed_dpd_consecutive_max__max,max,
a2_aggregated,closed_dpd_current_streak,closed_dpd_current_streak__max,max,
a2_aggregated,closed_dpd_longest_good_streak,closed_dpd_longest_good_streak__max,max,
a2_aggregated,active_payment_date_min,active_payment_date_min__min,min,
a2_aggregated,active_payment_date_max,active_payment_date_max__max,max,
a2_aggregated,active_payment_date_n_unique,active_payment_date_n_unique__sum,sum,
a2_aggregated,active_payment_date_duration,active_payment_date_duration__max,max,
a2_aggregated,active_payment_date_duration,active_payment_date_duration__mean,avg,
a2_aggregated,active_payment_date_recent,active_payment_date_recent__max,max,
a2_aggregated,active_payment_date_null_count,active_payment_date_null_count__sum,sum,
a2_aggregated,active_payment_date_null_count,active_payment_date_null_count__max,max,
a2_aggregated,active_payment_date_null_rate,active_payment_date_null_rate__weighted_avg,weighted_avg,weight=active_payment_date_non_null_count
a2_aggregated,active_payment_date_non_null_count,active_payment_date_non_null_count__sum,sum,
a2_aggregated,active_payment_date_non_null_count,active_payment_date_non_null_count__max,max,
a2_aggregated,closed_payment_date_min,closed_payment_date_min__min,min,
a2_aggregated,closed_payment_date_max,closed_payment_date_max__max,max,
a2_aggregated,closed_payment_date_n_unique,closed_payment_date_n_unique__sum,sum,
a2_aggregated,closed_payment_date_duration,closed_payment_date_duration__max,max,
a2_aggregated,closed_payment_date_duration,closed_payment_date_duration__mean,avg,
a2_aggregated,closed_payment_date_recent,closed_payment_date_recent__max,max,
a2_aggregated,closed_payment_date_null_count,closed_payment_date_null_count__sum,sum,
a2_aggregated,closed_payment_date_null_count,closed_payment_date_null_count__max,max,
a2_aggregated,closed_payment_date_null_rate,closed_payment_date_null_rate__weighted_avg,weighted_avg,weight=closed_payment_date_non_null_count
a2_aggregated,closed_payment_date_non_null_count,closed_payment_date_non_null_count__sum,sum,
a2_aggregated,closed_payment_date_non_null_count,closed_payment_date_non_null_count__max,max,
a2_aggregated,active_eval_type_mode,active_eval_type_mode__mode,mode,
a2_aggregated,active_eval_type_mode,active_eval_type_mode__n_unique,count_distinct,
a2_aggregated,active_eval_type_mode,active_eval_type_mode__null_rate,null_rate,
a2_aggregated,active_eval_type_mode,active_eval_type_mode__non_null_count,count_non_null,
a2_aggregated,active_eval_type_n_unique,active_eval_type_n_unique__max,max,
a2_aggregated,active_eval_type_n_unique,active_eval_type_n_unique__sum,sum,
a2_aggregated,active_eval_type_entropy,active_eval_type_entropy__mean,avg,
a2_aggregated,active_eval_type_entropy,active_eval_type_entropy__max,max,
a2_aggregated,active_eval_type_null_count,active_eval_type_null_count__sum,sum,
a2_aggregated,active_eval_type_null_count,active_eval_type_null_count__max,max,
a2_aggregated,active_eval_type_null_rate,active_eval_type_null_rate__weighted_avg,weighted_avg,weight=active_eval_type_non_null_count
a2_aggregated,active_eval_type_non_null_count,active_eval_type_non_null_count__sum,sum,
a2_aggregated,active_eval_type_non_null_count,active_eval_type_non_null_count__max,max,
a2_aggregated,closed_eval_type_mode,closed_eval_type_mode__mode,mode,
a2_aggregated,closed_eval_type_mode,closed_eval_type_mode__n_unique,count_distinct,
a2_aggregated,closed_eval_type_mode,closed_eval_type_mode__null_rate,null_rate,
a2_aggregated,closed_eval_type_mode,closed_eval_type_mode__non_null_count,count_non_null,
a2_aggregated,closed_eval_type_n_unique,closed_eval_type_n_unique__max,max,
a2_aggregated,closed_eval_type_n_unique,closed_eval_type_n_unique__sum,sum,
a2_aggregated,closed_eval_type_entropy,closed_eval_type_entropy__mean,avg,
a2_aggregated,closed_eval_type_entropy,closed_eval_type_entropy__max,max,
a2_aggregated,closed_eval_type_null_count,closed_eval_type_null_count__sum,sum,
a2_aggregated,closed_eval_type_null_count,closed_eval_type_null_count__max,max,
a2_aggregated,closed_eval_type_null_rate,closed_eval_type_null_rate__weighted_avg,weighted_avg,weight=closed_eval_type_non_null_count
a2_aggregated,closed_eval_type_non_null_count,closed_eval_type_non_null_count__sum,sum,
a2_aggregated,closed_eval_type_non_null_count,closed_eval_type_non_null_count__max,max,
a2_aggregated,active_collateral_type_mode,active_collateral_type_mode__mode,mode,
a2_aggregated,active_collateral_type_mode,active_collateral_type_mode__n_unique,count_distinct,
a2_aggregated,active_collateral_type_mode,active_collateral_type_mode__null_rate,null_rate,
a2_aggregated,active_collateral_type_mode,active_collateral_type_mode__non_null_count,count_non_null,
a2_aggregated,active_collateral_type_n_unique,active_collateral_type_n_unique__max,max,
a2_aggregated,active_collateral_type_n_unique,active_collateral_type_n_unique__sum,sum,
a2_aggregated,active_collateral_type_entropy,active_collateral_type_entropy__mean,avg,
a2_aggregated,active_collateral_type_entropy,active_collateral_type_entropy__max,max,
a2_aggregated,active_collateral_type_null_count,active_collateral_type_null_count__sum,sum,
a2_aggregated,active_collateral_type_null_count,active_collateral_type_null_count__max,max,
a2_aggregated,active_collateral_type_null_rate,active_collateral_type_null_rate__weighted_avg,weighted_avg,weight=active_collateral_type_non_null_count
a2_aggregated,active_collateral_type_non_null_count,active_collateral_type_non_null_count__sum,sum,
a2_aggregated,active_collateral_type_non_null_count,active_collateral_type_non_null_count__max,max,
a2_aggregated,closed_collateral_type_mode,closed_collateral_type_mode__mode,mode,
a2_aggregated,closed_collateral_type_mode,closed_collateral_type_mode__n_unique,count_distinct,
a2_aggregated,closed_collateral_type_mode,closed_collateral_type_mode__null_rate,null_rate,
a2_aggregated,closed_collateral_type_mode,closed_collateral_type_mode__non_null_count,count_non_null,
a2_aggregated,closed_collateral_type_n_unique,closed_collateral_type_n_unique__max,max,
a2_aggregated,closed_collateral_type_n_unique,closed_collateral_type_n_unique__sum,sum,
a2_aggregated,closed_collateral_type_entropy,closed_collateral_type_entropy__mean,avg,
a2_aggregated,closed_collateral_type_entropy,closed_collateral_type_entropy__max,max,
a2_aggregated,closed_collateral_type_null_count,closed_collateral_type_null_count__sum,sum,
a2_aggregated,closed_collateral_type_null_count,closed_collateral_type_null_count__max,max,
a2_aggregated,closed_collateral_type_null_rate,closed_collateral_type_null_rate__weighted_avg,weighted_avg,weight=closed_collateral_type_non_null_count
a2_aggregated,closed_collateral_type_non_null_count,closed_collateral_type_non_null_count__sum,sum,
a2_aggregated,closed_collateral_type_non_null_count,closed_collateral_type_non_null_count__max,max,
a2_aggregated,active_role_mode,active_role_mode__mode,mode,
a2_aggregated,active_role_mode,active_role_mode__n_unique,count_distinct,
a2_aggregated,active_role_mode,active_role_mode__null_rate,null_rate,
a2_aggregated,active_role_mode,active_role_mode__non_null_count,count_non_null,
a2_aggregated,active_role_n_unique,active_role_n_unique__max,max,
a2_aggregated,active_role_n_unique,active_role_n_unique__sum,sum,
a2_aggregated,active_role_entropy,active_role_entropy__mean,avg,
a2_aggregated,active_role_entropy,active_role_entropy__max,max,
a2_aggregated,active_role_null_count,active_role_null_count__sum,sum,
a2_aggregated,active_role_null_count,active_role_null_count__max,max,
a2_aggregated,active_role_null_rate,active_role_null_rate__weighted_avg,weighted_avg,weight=active_role_non_null_count
a2_aggregated,active_role_non_null_count,active_role_non_null_count__sum,sum,
a2_aggregated,active_role_non_null_count,active_role_non_null_count__max,max,
a2_aggregated,closed_role_mode,closed_role_mode__mode,mode,
a2_aggregated,closed_role_mode,closed_role_mode__n_unique,count_distinct,
a2_aggregated,closed_role_mode,closed_role_mode__null_rate,null_rate,
a2_aggregated,closed_role_mode,closed_role_mode__non_null_count,count_non_null,
a2_aggregated,closed_role_n_unique,closed_role_n_unique__max,max,
a2_aggregated,closed_role_n_unique,closed_role_n_unique__sum,sum,
a2_aggregated,closed_role_entropy,closed_role_entropy__mean,avg,
a2_aggregated,closed_role_entropy,closed_role_entropy__max,max,
a2_aggregated,closed_role_null_count,closed_role_null_count__sum,sum,
a2_aggregated,closed_role_null_count,closed_role_null_count__max,max,
a2_aggregated,closed_role_null_rate,closed_role_null_rate__weighted_avg,weighted_avg,weight=closed_role_non_null_count
a2_aggregated,closed_role_non_null_count,closed_role_non_null_count__sum,sum,
a2_aggregated,closed_role_non_null_count,closed_role_non_null_count__max,max,
